City part,Street,Size (m²),Price,PSQMY,Lower,Number of rooms,Floor,Number of floors,Built year,Renovation years,Renovations,Construction type,Heating type,Refurbishment,Features,Extra areas,Extra stuff,Security,URL
Žirmūnuose,Žirmūnų ,15,140,111.96,FALSE,1,1,5,1990,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-vaikinui-kambarys-pluksio-zirmunu-g-4-841063/
Užupyje,Krivių ,60,560,111.96,FALSE,2,1,3,2005,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kriviu-g-prestizineje-vietoje-uzupyje-kriviu-g-4-836985/
Pašilaičiuose,Pašilaičių ,15,140,111.96,FALSE,1,1,9,1996,0,FALSE,Monolitinis,Elektra,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pasilaiciu-g-isnuomojamas-kambarys-labai-tvarkingame-4-838979/
Užupyje,Krivių ,60,560,111.96,FALSE,2,1,3,2006,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Internetas, virtuvė sujungta su kambariu, uždaras kiemas","Vieta automobiliui, terasa","Skalbimo mašina, su baldais, virtuvės komplektas, viryklė, šaldytuvas, dušo kabina","Kodinė laiptinės spyna, šarvuotos durys, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kriviu-g-isnuomojamas-puikiai-irengtas-jaukus-ir-4-837409/
Verkiuose,Verkių ,75,700,111.96,FALSE,2,1,3,2007,0,FALSE,Mūrinis,"Centrinis kolektorinis, kita",Įrengtas,"Internetas, kabelinė televizija","Balkonas, vieta automobiliui","Su baldais, virtuvės komplektas, viryklė, šaldytuvas, dušo kabina","Videokameros, signalizacija, kodinė laiptinės spyna, šarvuotos durys, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-verkiuose-verkiu-g-prabangus-ir-erdvus-dvieju-kambariu-butas-su-4-836155/
Antakalnyje,Šilo ,30,280,111.96,FALSE,1,2,4,1950,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, nauja elektros instaliacija, uždaras kiemas, internetas","Balkonas, rūsys, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-silo-g-be-tarpininku-isnuomuojamas-1-kambario-4-835717/
Antakalnyje,Duburio ,45,420,111.96,TRUE,2,3,4,2017,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Nauja elektros instaliacija, internetas, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-duburio-g-naujo-buto-nuoma-antakalnyje-duburio-4-826927/
Senamiestyje,Trakų ,58.92,550,111.96,TRUE,2,2,3,1938,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-traku-g-isnuomojamas-jaukus-ir-siltas-2-ju-kambariu-4-802787/
Antakalnyje,P. Vileišio ,75,699,111.84,FALSE,3,5,5,2004,0,FALSE,Mūrinis,Dujinis,Įrengtas,,"Terasa, vieta automobiliui",,"Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-isskirtinis-kokybiskai-irengtas-3k-butas-su-4-838519/
Baltupiuose,Kalvarijų ,43,400,111.6,FALSE,2,10,13,2007,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,"Balkonas, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kalvariju-g-nuomojamas-ekonomiskas-butas-be-tarpininku-4-523907/
Naujamiestyje,Algirdo ,43,400,111.6,FALSE,2,2,4,1974,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-algirdo-g-isnuomociau-2-kambariu-buta-naujamiestyje-4-521295/
Šiaurės miestelyje,S. Žukausko ,43,400,111.6,FALSE,2,3,9,2007,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-nuomojamas-naujos-statybos-2-kambariu-butas-4-837773/
Šiaurės miestelyje,S. Žukausko ,43,400,111.6,FALSE,2,3,9,2007,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-nuomojamas-naujos-statybos-2-kambariu-butas-4-837141/
Žirmūnuose,S. Žukausko ,43,400,111.6,FALSE,2,3,9,2008,0,FALSE,Mūrinis,"Centrinis, centrinis kolektorinis",Įrengtas,"Nauja elektros instaliacija, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui, drabužinė","Skalbimo mašina, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, vonia",Šarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-s-zukausko-g-prestizineje-vietoje-szukausko-g-4-836481/
Lazdynuose,Architektų ,14,130,111.48,TRUE,1,4,5,1969,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, internetas, kabelinė televizija",Vieta automobiliui,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-isnuomojamas-kambarys-3-kambariu-bute-4-710277/
Šnipiškėse,Kalvarijų ,14,130,111.48,FALSE,1,2,9,1987,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-isnuomojamas-kambarys-2-ju-kambariu-bloke-4-840095/
Šnipiškėse,Lvovo ,70,650,111.48,FALSE,3,7,9,2000,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija, virtuvė sujungta su kambariu, butas per kelis aukštus",Drabužinė,"Indaplovė, skalbimo mašina, su baldais, kondicionierius, viryklė, šaldytuvas, virtuvės komplektas, dušo kabina","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-lvovo-g-nuomojamas-3-kambariu-butas-kokybiskai-ir-4-839879/
Naujamiestyje,Naugarduko ,14,130,111.48,FALSE,1,3,5,1970,0,FALSE,Blokinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija",,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-isnuomuojamas-vienas-kambarys-vaikinui-4-838055/
Fabijoniškėse,Fabijoniškių ,42,390,111.48,FALSE,2,8,9,1990,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-fabijoniskiu-g-nuo-rugsejo-1d-nuomojamas-idealaus-stovio-4-837411/
Naujininkuose,Kapsų ,14,130,111.48,FALSE,3,1,9,1977,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-kapsu-g-isnuomojimas-kambarys-3-iju-kambariu-bute-4-835639/
Naujamiestyje,S. Konarskio ,70,650,111.48,FALSE,2,2,8,2010,0,FALSE,Kita,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-s-konarskio-g-nuo-sausio-men-isnuomojamas-naujos-statybos-4-677777/
Antakalnyje,Kanklių ,48.5,450,111.36,FALSE,2,2,4,1981,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-kankliu-g-isnuomojamas-tvarkingas-2-kambariu-butas-3-4-836717/
Fabijoniškėse,Salomėjos Nėries ,41,380,111.24,FALSE,1,1,12,2007,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-strategiskai-patogioje-vietoje-salomejos-4-834039/
Kalnėnuose,Gurių ,81,750,111.12,FALSE,3,2,2,2013,0,FALSE,Kita,Kita,Įrengtas,"Atskiras įėjimas, butas per kelis aukštus, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, virtuvė sujungta su kambariu","Sandėliukas, balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, židinys, dušo kabina","Šarvuotos durys, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-kalnenuose-guriu-g-nuomojame-irengta-triju-kambariu-kotedzo-tipo-4-791439/
Antakalnyje,Antakalnio ,54,500,111.12,TRUE,2,7,8,2016,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-isnuomuoju-nauja-2-kambariu-buta-antakalnyje-4-837665/
Naujamiestyje,Mindaugo ,54,500,111.12,FALSE,2,2,5,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Kabelinė televizija, internetas",,"Vonia, su baldais, skalbimo mašina","Kodinė laiptinės spyna, šarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-nuomojamas-dizaineriu-irengtas-modernus-ir-4-836593/
Pavilnyje,Gurių ,81,750,111.12,FALSE,3,2,2,2013,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pavilnyje-guriu-g-nuomojamas-itin-sviesus-ir-jaukus-4-833985/
Antakalnyje,V. Grybo ,54,500,111.12,FALSE,2,5,6,2014,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,"Sandėliukas, balkonas, terasa, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-v-grybo-g-stilingas-ir-jaukus-butas-naujos-statybos-4-825983/
Naujininkuose,Šaltkalvių ,28,259,111,FALSE,1,7,9,1976,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-saltkalviu-g-nuomojamas-labai-tvarkingas-suremontuotas-4-840359/
Žirmūnuose,Žirmūnų ,51,470,110.64,FALSE,2,4,9,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-isnuomojamas-butas-naujos-statybos-name-4-831985/
Žirmūnuose,Kareivių ,38,350,110.52,FALSE,2,2,5,1981,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-kareiviu-g-mazos-komunalines-paslaugos-ir-ramus-kaimynai-4-840121/
Senamiestyje,V. Šopeno ,38,350,110.52,FALSE,1,1,2,1989,0,FALSE,Mūrinis,Elektra,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-v-sopeno-g-objekto-id-6682-nuomojamas-jaukus-vieno-4-840671/
Šeškinėje,Šeškinės ,38,350,110.52,TRUE,2,3,3,2015,0,FALSE,Blokinis,Centrinis kolektorinis,Įrengtas,"Atskiras įėjimas, nauja kanalizacija, nauja elektros instaliacija, internetas, virtuvė sujungta su kambariu",Drabužinė,"Kondicionierius, skalbimo mašina, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-g-isnuomojamas-dvieju-kambariu-butas-seskines-g-4-838157/
Naujamiestyje,Algirdo ,76,700,110.52,FALSE,2,5,5,1930,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-algirdo-g-objekto-id-7252-nera-tarpininkavimo-4-824761/
Naujamiestyje,M. K. Čiurlionio ,75,690,110.4,FALSE,3,4,5,2000,0,FALSE,Mūrinis,"Kita, dujinis",Įrengtas,"Internetas, nauja kanalizacija, kabelinė televizija, nauja elektros instaliacija, virtuvė sujungta su kambariu, butas per kelis aukštus, tualetas ir vonia atskirai, uždaras kiemas","Balkonas, terasa, vieta automobiliui, sandėliukas","Skalbimo mašina, su baldais, virtuvės komplektas, plastikiniai vamzdžiai, viryklė, kondicionierius, šaldytuvas, vonia","Signalizacija, kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-m-k-ciurlionio-g-jaukus-triju-kambariu-butas-naujos-statybos-4-836175/
Valakampiuose,Nemenčinės p,65.13,599,110.4,FALSE,2,3,3,2005,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Kabelinė televizija, internetas","Balkonas, terasa","Su baldais, kondicionierius, skalbimo mašina","Kodinė laiptinės spyna, šarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-valakampiuose-nemencines-pl-luxury-butas-valakampiuose-isnuomojamas-4-826851/
Šiaurės miestelyje,Žygio ,49,450,110.16,FALSE,2,7,9,2010,0,FALSE,Blokinis,Centrinis,Įrengtas,"Internetas, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-zygio-g-be-tarpininku-netaikomi-jokie-agenturos-4-733039/
Šiaurės miestelyje,Žygio ,49,450,110.16,FALSE,2,7,9,2009,0,FALSE,Mūrinis,Kita,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-zygio-g-nauju-butu-nuoma-siaures-miestelyje-2-4-839577/
Antakalnyje,V. Grybo ,49,450,110.16,FALSE,2,3,6,2014,0,FALSE,Kita,Kita,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-v-grybo-g-rezervuota-tvarkingu-butu-nuoma-antakalnyje-4-836319/
Šiaurės miestelyje,Žygio ,49,450,110.16,FALSE,2,7,9,2011,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-zygio-g-nuomojamas-erdvus-jaukus-bei-sviesus-4-835335/
Senamiestyje,Šv. Mikalojaus ,49,450,110.16,FALSE,2,2,3,1940,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-mikalojaus-g-senamiestyje-svmikalojaus-g-isnuomuojamas-4-821393/
Naujamiestyje,Naugarduko ,60,550,110.04,TRUE,2,2,3,1925,2008,TRUE,Mūrinis,Dujinis,Įrengtas,"Aukštos lubos, nauja kanalizacija, uždaras kiemas, internetas",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, židinys, vonia",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-isnuomojamas-nestandartinis-butas-miesto-4-716819/
Naujamiestyje,M. K. Čiurlionio ,109,1000,110.04,FALSE,5,4,4,1940,0,FALSE,Mūrinis,"Dujinis, centrinis",Įrengtas,"Kabelinė televizija, internetas, aukštos lubos, uždaras kiemas, tualetas ir vonia atskirai","Vieta automobiliui, balkonas, sandėliukas","Skalbimo mašina, viryklė, su baldais, šaldytuvas, indaplovė, virtuvės komplektas, dušo kabina, židinys, vonia","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-m-k-ciurlionio-g-nuomojamas-isskirtinis-erdvus-butas-4-840447/
Naujamiestyje,M. K. Čiurlionio ,109,1000,110.04,FALSE,5,4,4,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-m-k-ciurlionio-g-isnuomojamas-5-kambariu-109-m-butas-4-840665/
Antakalnyje,Bistryčios ,120,1100,110.04,FALSE,4,3,3,2010,0,FALSE,Blokinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-bistrycios-g-nuomojamas-4-kambariu-butas-antakalnyje-4-835225/
Antakalnyje,Plytinės ,47,430,109.8,TRUE,2,4,5,2006,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė","Šarvuotos durys, signalizacija, videokameros, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-plytines-g-butas-su-garazu-itin-ramioje-vietoje-4-838437/
Šeškinėje,Šeškinės Sodų ,47,430,109.8,FALSE,2,2,3,2017,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-sodu-g-salia-ozo-parko-mazaaukstes-statybos-name-4-839331/
Pilaitėje,Įsruties ,49.23,450,109.68,FALSE,2,1,8,2017,0,FALSE,Monolitinis,Centrinis kolektorinis,Įrengtas,"Internetas, virtuvė sujungta su kambariu","Terasa, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-isruties-g-isnuomojamas-naujos-statybos-jaukus-ir-siltas-4-834081/
Karoliniškėse,Algimanto Petro Kavoliuko ,46,420,109.56,FALSE,2,8,9,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,"Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-algimanto-petro-kavoliuko-g-nuomojamas-2-k-butas-su-nuosava-stovejimo-4-839055/
Karoliniškėse,Algimanto Petro Kavoliuko ,46,420,109.56,FALSE,2,8,9,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-algimanto-petro-kavoliuko-g-nuomojamas-2-kamb-butas-vilniuje-4-839535/
Karoliniškėse,Algimanto Petro Kavoliuko ,46,420,109.56,FALSE,2,8,9,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,Virtuvė sujungta su kambariu,"Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-algimanto-petro-kavoliuko-g-nuomojamas-sviesus-bei-jaukus-2-ju-kambariu-4-839153/
Pašilaičiuose,Pavilnionių ,57,520,109.44,FALSE,2,6,8,2017,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, virtuvė sujungta su kambariu","Balkonas, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pavilnioniu-g-nuomojamas-naujas-sviesus-ir-labai-jaukus-2-4-838925/
Naujamiestyje,Birželio 23-iosios ,32.89,300,109.44,FALSE,1,3,5,1959,0,FALSE,Blokinis,Centrinis,Įrengtas,Nauja elektros instaliacija,Vieta automobiliui,"Su baldais, šaldytuvas, viryklė, plastikiniai vamzdžiai, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-birzelio-23-iosios-g-isnuomojamas-tvarkingas-sviesus-1-kambario-4-835403/
Žirmūnuose,Juozo Balčikonio ,45,410,109.32,TRUE,2,7,9,2012,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-juozo-balcikonio-g-nuomojamas-naujai-irengtas-2-kambariu-butas-4-579527/
Lazdynuose,Erfurto ,33,300,109.08,FALSE,1,5,9,1970,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-erfurto-g-isnuomojamas-vieno-kambario-butas-su-buitine-4-840227/
Pašilaičiuose,Perkūnkiemio ,55,500,109.08,TRUE,2,2,8,2009,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,Vieta automobiliui,,"Šarvuotos durys, signalizacija, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-perkunkiemio-g-namo-aprasymas-veikmes-statyba-4-834527/
Žirmūnuose,Kalvarijų ,33,300,109.08,FALSE,1,4,5,1969,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-kalvariju-g-isnuomojamas-1-kambario-33-kv-m-butas-4-841105/
Fabijoniškėse,S. Stanevičiaus ,11,100,109.08,TRUE,1,1,9,1989,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-nuomojamas-kambarys-triju-kambariu-bute-s-4-840547/
Naujamiestyje,Savanorių p,66,600,109.08,FALSE,2,6,8,2008,0,FALSE,Mūrinis,"Centrinis kolektorinis, centrinis",Įrengtas,"Kabelinė televizija, internetas, virtuvė sujungta su kambariu","Vieta automobiliui, balkonas, terasa","Šildomos grindys, šaldytuvas, skalbimo mašina, su baldais, virtuvės komplektas, viryklė, dušo kabina","Kodinė laiptinės spyna, šarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-isnuomojamas-puikiai-irengtas-naujos-statybos-4-836285/
Senamiestyje,T. Vrublevskio ,99,900,109.08,FALSE,3,2,3,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-t-vrublevskio-g-isnuomojamas-3-kamb-butas-t-vrublevskio-g-4-830021/
Naujamiestyje,Kauno ,32,290,108.72,FALSE,1,9,9,1978,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Nauja elektros instaliacija, internetas, kabelinė televizija, virtuvė sujungta su kambariu",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kauno-g-naujamiestyje-salia-spartos-nuomojamas-4-839611/
Šnipiškėse,Kalvarijų ,32,290,108.72,TRUE,1,5,9,1975,0,FALSE,Blokinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija","Balkonas, rūsys","Skalbimo mašina, su baldais, šaldytuvas","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-ilgam-laikui-isnuomojamas-1-kambario-butas-4-835553/
Pilaitėje,Įsruties ,46.41,420,108.6,TRUE,2,5,8,2016,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinė televizija, virtuvė sujungta su kambariu",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-isruties-g-isnuomojamas-naujos-statybos-2016-m-2-ju-4-710897/
Šnipiškėse,Kernavės ,52,470,108.48,TRUE,2,6,7,2014,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kernaves-g-nuomojamas-pilnai-irengtas-dvieju-kambariu-4-840165/
Antakalnyje,Šilo ,31,280,108.36,FALSE,1,4,4,1960,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Nauja elektros instaliacija, uždaras kiemas","Balkonas, rūsys","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė",Šarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-silo-g-4-464595/
Bajoruose,Bajorų keli,41,370,108.24,FALSE,2,2,4,2015,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Uždaras kiemas, virtuvė sujungta su kambariu","Balkonas, drabužinė","Kondicionierius, skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-bajoruose-bajoru-kelias-butas-nuomuojamas-nuo-rugpjucio-28-dienos-4-839257/
Bajoruose,Bajorų keli,41,370,108.24,FALSE,2,2,4,2015,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-bajoruose-bajoru-kelias-nuomojamas-2-kambariu-butas-bajoru-gatveje-4-839761/
Senamiestyje,Pilies ,88.82,800,108.12,TRUE,3,3,3,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija",,"Virtuvės komplektas, kondicionierius, skalbimo mašina, su baldais, vonia","Kodinė laiptinės spyna, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pilies-g-isnuomojami-isskirtiniai-prabangus-2-4-716945/
