City part,Street,Size (m²),Price,PSQMY,Lower,Number of rooms,Floor,Number of floors,Built year,Renovation years,Renovations,Construction type,Heating type,Refurbishment,Features,Extra areas,Extra stuff,Security,URL
Naujamiestyje,Savanorių p,44.46,400,108,FALSE,2,1,5,1962,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-isnuomojamas-jaukus-naujai-irengtas-butas-4-840653/
Žvėryne,Lokių ,100,900,108,FALSE,3,4,5,2010,0,FALSE,Mūrinis,"Centrinis, centrinis kolektorinis",Įrengtas,"Butas per kelis aukštus, virtuvė sujungta su kambariu, internetas, kabelinė televizija","Pirtis, balkonas, vieta automobiliui","Vonia, dušo kabina, viryklė, virtuvės komplektas, su baldais, skalbimo mašina, šaldytuvas","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-lokiu-g-nuomojamas-jaukus-3-iju-kambariu-butas-per-du-4-836667/
Naujamiestyje,Gedimino p,78,700,107.64,FALSE,3,1,3,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gedimino-pr-jaukus-butas-su-zidiniu-nuomojamas-su-4-840475/
Pašilaičiuose,Perkūnkiemio ,39,350,107.64,FALSE,2,6,12,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, virtuvė sujungta su kambariu",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-perkunkiemio-g-butas-siuo-metu-jau-laisvas-be-tarpininku-4-737877/
Justiniškėse,Rygos ,58,520,107.64,FALSE,2,7,9,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-rygos-g-isnuomojamas-puikus-suremontuotas-2-kambariu-4-806597/
Žvėryne,Latvių ,106,950,107.52,FALSE,3,5,6,2002,0,FALSE,Mūrinis,Elektra,Įrengtas,"Aukštos lubos, butas per kelis aukštus, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, terasa, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-latviu-g-prestiziniame-zveryno-rajone-nuomojami-4-838077/
Naujamiestyje,Gynėjų ,67,600,107.52,FALSE,2,7,9,2006,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija, virtuvė sujungta su kambariu, butas per kelis aukštus, uždaras kiemas, aukštos lubos",Vieta automobiliui,"Viryklė, virtuvės komplektas, vonia, dušo kabina","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gyneju-g-nuomojamas-erdvus-ir-sviesus-2-kambariu-butas-4-839439/
Naujamiestyje,Savanorių p,77,690,107.52,FALSE,3,2,7,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-nauju-butu-nuoma-naujamiestyje-3-kambariu-2-4-837597/
Pilaitėje,Karaliaučiaus ,39.1,350,107.4,FALSE,2,3,9,2018,0,FALSE,Blokinis,Centrinis,Įrengtas,Uždaras kiemas,"Balkonas, vieta automobiliui",,"Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-karaliauciaus-g-nuomojamas-391-kvm-dvieju-kambariu-butas-4-839193/
Pilaitėje,Įsruties ,38,340,107.4,FALSE,1,5,7,2007,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-isruties-g-isnuomojamas-jaukus-ir-labai-sviesus-vieno-4-840137/
Senamiestyje,Didžioji ,20,179,107.4,TRUE,1,1,3,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-nuomojamas-1-kambarys-3-kambariu-bute-prie-4-835635/
Šnipiškėse,Kalvarijų ,33,295,107.28,FALSE,1,6,9,1976,0,FALSE,Blokinis,"Centrinis, centrinis kolektorinis",Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-ilgam-laikui-isnuomojamas-1-kambario-butas-4-840733/
Šnipiškėse,Lvovo ,78.43,700,107.16,FALSE,3,7,7,2012,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-lvovo-g-isnuomojamas-erdvus-funkcionaliai-4-775429/
Lazdynėliuose,Šiltnamių ,14,125,107.16,FALSE,1,2,4,1970,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-siltnamiu-g-bendra-informacija-kambariu-sk-1-4-840087/
Senamiestyje,Didžioji ,112,1000,107.16,FALSE,3,2,5,2000,0,FALSE,Mūrinis,"Kita, dujinis",Įrengtas,,Vieta automobiliui,"Su baldais, šaldytuvas, virtuvės komplektas, skalbimo mašina, vonia, dušo kabina","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-isskirtiniai-3-kambariu-apartamentai-4-839437/
Naujamiestyje,Gynėjų ,68.3,610,107.16,FALSE,2,4,9,2006,0,FALSE,Blokinis,Centrinis,Įrengtas,"Kabelinė televizija, internetas, virtuvė sujungta su kambariu",Balkonas,"Vonia, su baldais, kondicionierius, skalbimo mašina",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gyneju-g-paciame-vilniaus-miesto-centre-vilniaus-4-822175/
Pilaitėje,Nidos ,37,330,107.04,FALSE,2,4,9,2015,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,Balkonas,,"Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-nidos-g-15k-butas-su-pozemine-parkingo-vieta-4-838955/
Senamiestyje,J. Basanavičiaus ,69.55,620,106.92,TRUE,2,3,7,2004,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-basanaviciaus-g-isnuomojamas-6955-kv-m-2-k-puikiai-4-839909/
Senamiestyje,Vokiečių ,46,410,106.92,FALSE,1,3,4,1950,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinė televizija",,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vokieciu-g-nuomojamas-tvarkingas-vieno-kambario-butas-4-777141/
Šnipiškėse,Konstitucijos p,100,890,106.8,FALSE,3,5,10,2005,0,FALSE,Mūrinis,"Centrinis kolektorinis, kita",Įrengtas,"Internetas, nauja kanalizacija, kabelinė televizija, nauja elektros instaliacija, virtuvė sujungta su kambariu, uždaras kiemas","Balkonas, vieta automobiliui, sandėliukas","Skalbimo mašina, su baldais, virtuvės komplektas, plastikiniai vamzdžiai, viryklė, šaldytuvas, dušo kabina","Signalizacija, kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-prabangus-triju-kambariu-kambariu-butas-4-836149/
Žvėryne,Sakalų ,73,650,106.8,FALSE,3,1,6,2006,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-sakalu-g-sviesus-3-kambariu-butas-zveryne-4-834799/
Pašilaičiuose,Grigalaukio ,45,400,106.68,FALSE,2,5,9,2018,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Sandėliukas, balkonas","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-grigalaukio-g-naujas-ir-kokybiskai-irengtas-butas-laukia-4-840897/
Senamiestyje,Paupio ,90,800,106.68,FALSE,4,3,3,1940,2008,TRUE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-paupio-g-nestandartinis-jaukus-sviesus-ir-tylus-4-834981/
Naujamiestyje,M. K. Čiurlionio ,18,160,106.68,FALSE,1,4,5,1970,0,FALSE,Mūrinis,Centrinis,Įrengtas,Internetas,,Šaldytuvas,Šarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-m-k-ciurlionio-g-isnuomojamas-kambarys-bendrabutyje-mk-4-415345/
Senamiestyje,Šv. Stepono ,45,400,106.68,FALSE,2,1,2,1950,2018,TRUE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-stepono-g-ieskome-nuomininku-be-vaiku-augintiniu-4-840193/
Naujamiestyje,Naugarduko ,18,160,106.68,FALSE,1,3,9,1984,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-isnuomuojamas-vienas-kambarys-vaikinui-4-840993/
Antakalnyje,Antakalnio ,67.5,600,106.68,FALSE,3,3,4,1999,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-nuomojamas-puikiai-irengtas-3-kambariu-butas-4-838857/
Pilaitėje,Tolminkiemio ,18,160,106.68,FALSE,1,4,9,1996,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-tolminkiemio-g-vilniuje-pilaiteje-tolminkiemio-g-19-4-836631/
Naujininkuose,Brolių ,45,400,106.68,TRUE,2,1,2,2016,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-broliu-g-nuo-rugsejo-men-isnuomuojamas-naujas-4-833929/
Baltupiuose,Kalvarijų ,18,160,106.68,FALSE,1,6,12,1987,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kalvariju-g-nuomojamas-bendrabutis-su-bendrai-patogumais-4-819213/
Šnipiškėse,Konstitucijos p,62,550,106.44,FALSE,2,6,27,2004,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-isnuomojamas-sviesus-2-k-butas-4-838539/
Senamiestyje,J. Basanavičiaus ,45,399,106.44,FALSE,1,2,3,1890,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, uždaras kiemas, internetas, kabelinė televizija","Sandėliukas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-basanaviciaus-g-isnuomojamas-vieno-kambario-butas-4-839291/
Naujamiestyje,M. K. Čiurlionio ,62,550,106.44,FALSE,2,3,5,1998,0,FALSE,Mūrinis,Kita,Įrengtas,"Internetas, kabelinė televizija, uždaras kiemas",,"Su baldais, vonia","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-m-k-ciurlionio-g-isnuomojamas-erdvus-pilnai-irengtas-62-kvm-4-835331/
Naujamiestyje,Birželio 23-iosios ,44,390,106.32,TRUE,2,5,5,1964,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-birzelio-23-iosios-g-tvarkingas-butas-naujamiestyje-yra-drabuzine-4-833415/
Baltupiuose,Vito Gerulaičio ,56,495,106.08,FALSE,2,2,5,2008,0,FALSE,Mūrinis,"Centrinis kolektorinis, kita, dujinis",Įrengtas,"Nauja elektros instaliacija, internetas, kabelinė televizija, nauja kanalizacija, virtuvė sujungta su kambariu","Vieta automobiliui, terasa, balkonas","Viryklė, su baldais, šaldytuvas, virtuvės komplektas, plastikiniai vamzdžiai, skalbimo mašina, vonia, dušo kabina","Šarvuotos durys, videokameros, signalizacija, budintis sargas, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-vito-gerulaicio-g-isnuomojamas-kokybiskai-ir-stilingai-irengtas-4-840797/
Žirmūnuose,Vito Gerulaičio ,56,495,106.08,FALSE,2,2,5,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, terasa, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-vito-gerulaicio-g-isnuomojamas-kokybiskai-ir-stilingai-irengtas-4-840793/
Fabijoniškėse,Salomėjos Nėries ,43,380,106.08,TRUE,2,1,11,2007,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Nauja elektros instaliacija, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-isnuomojamas-jaukus-2-kambariu-butas-butas-4-837165/
Lazdynėliuose,Jonažolių ,51,450,105.84,FALSE,2,4,9,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-jonazoliu-g-isnuomojamas-jaukus-2-ieju-kambariu-butas-4-841117/
Antakalnyje,Dvarčionių ,17,150,105.84,FALSE,1,1,2,2000,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Atskiras įėjimas, uždaras kiemas, internetas","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina",Signalizacija,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-dvarcioniu-g-antakalnis-150-menmokesciai-iskaiciuoti-4-840831/
Pilaitėje,Vydūno ,17,150,105.84,FALSE,1,4,9,1984,0,FALSE,Monolitinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinė televizija",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-vyduno-g-isnuomojama-vienas-kambarys-merginaitriju-4-835825/
Naujamiestyje,Gedimino p,102,900,105.84,FALSE,3,6,6,1964,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gedimino-pr-isnuomojamas-erdvus-3-kambariu-102-kv-m-4-817239/
Justiniškėse,Taikos ,17,150,105.84,FALSE,1,8,9,1984,0,FALSE,Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai,,"Su baldais, virtuvės komplektas, viryklė, plastikiniai vamzdžiai","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-isnuomuojamas-vienas-kambarys-triju-kambariu-4-813117/
Naujamiestyje,S. Konarskio ,50,440,105.6,FALSE,2,8,9,2003,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,Virtuvė sujungta su kambariu,,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-s-konarskio-g-nuo-rugsejo-1-d-isnuomojamas-jaukus-ir-4-836313/
Naujamiestyje,Tauro ,50,440,105.6,TRUE,2,3,5,1968,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-tauro-g-isnuomuojamas-dvieju-kambariu-tvarkingas-4-834935/
Užupyje,Varpų ,33,290,105.48,FALSE,1,2,4,1980,0,FALSE,Mūrinis,Centrinis,Įrengtas,,Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-varpu-g-nuomojamas-jaukus-vieno-kambario-butas-4-836533/
Šiaurės miestelyje,Juozo Balčikonio ,60.45,530,105.24,FALSE,2,4,5,2009,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Kabelinė televizija, internetas, virtuvė sujungta su kambariu",Balkonas,"Vonia, su baldais, skalbimo mašina","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-juozo-balcikonio-g-prabangiai-irengtas-erdvus-2-kambariu-butas-4-840639/
Šnipiškėse,Juozo Balčikonio ,60.45,530,105.24,FALSE,2,4,5,2009,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Kabelinė televizija, internetas, virtuvė sujungta su kambariu",Balkonas,"Vonia, su baldais, skalbimo mašina","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-juozo-balcikonio-g-prabangiai-irengtas-erdvus-2-kambariu-butas-4-840637/
Baltupiuose,Kalvarijų ,57,500,105.24,FALSE,2,7,16,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, virtuvė sujungta su kambariu",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kalvariju-g-nuomojamas-sviesus-kokybiskai-ir-4-840319/
Senamiestyje,Raitininkų ,57,500,105.24,FALSE,2,3,6,2006,0,FALSE,Mūrinis,"Kita, centrinis kolektorinis",Įrengtas,"Kabelinė televizija, internetas","Vieta automobiliui, drabužinė","Šaldytuvas, indaplovė, su baldais, skalbimo mašina, virtuvės komplektas, viryklė, dušo kabina, vonia","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-raitininku-g-nuomojamas-2-iu-kambariu-butas-vilniaus-4-836553/
Žirmūnuose,Juozo Balčikonio ,60.45,530,105.24,TRUE,2,4,5,2009,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Kabelinė televizija, internetas, virtuvė sujungta su kambariu",Balkonas,"Vonia, su baldais, skalbimo mašina","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-juozo-balcikonio-g-prabangiai-irengtas-erdvus-2-kambariu-butas-4-833905/
Baltupiuose,Juozo Balčikonio ,60.45,530,105.24,TRUE,2,4,5,2009,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Kabelinė televizija, internetas, virtuvė sujungta su kambariu",Balkonas,"Vonia, su baldais, skalbimo mašina","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-juozo-balcikonio-g-prabangiai-irengtas-erdvus-2-kambariu-butas-4-833899/
Pašilaičiuose,Perkūnkiemio ,64,560,105,FALSE,2,12,16,2007,0,FALSE,Monolitinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-perkunkiemio-g-rimtai-ir-tvarkingai-porai-ar-seimai-4-833783/
Pašilaičiuose,Girulių ,40,350,105,FALSE,1,9,9,2009,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-giruliu-g-isnuomuojamas-vieno-kambario-butas-labai-4-837937/
Šnipiškėse,Olimpiečių ,57,499,105,FALSE,2,3,6,2006,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-olimpieciu-g--jokiu-tarpininkavimo-mokesciu-butas-4-840303/
Šiaurės miestelyje,Žygio ,40,350,105,TRUE,1,1,7,2007,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,Drabužinė,"Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, vonia",,http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-zygio-g-isplanavimas-1-kambario-butas-virtuve-4-551211/
Antakalnyje,V. Grybo ,16,140,105,TRUE,1,2,5,1984,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, internetas, kabelinė televizija",,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-v-grybo-g-isnuomuojamas-vienas-kambarys-triju-kambariu-4-835121/
Senamiestyje,Totorių ,63,550,104.76,FALSE,2,1,2,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija",Vieta automobiliui,"Skalbimo mašina, su baldais, virtuvės komplektas, viryklė, šaldytuvas, dušo kabina, vonia","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-totoriu-g-nuomojamas-jaukus-butas-prestizineje-vietoje-4-836563/
Senamiestyje,Šv. Ignoto ,63,550,104.76,FALSE,2,1,2,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-ignoto-g-sv-ignoto-g-salia-prie-prezidenturos-4-835527/
Senamiestyje,Šv. Ignoto ,63,550,104.76,TRUE,2,1,2,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-ignoto-g-sv-ignoto-g-salia-prie-prezidenturos-4-801045/
Baltupiuose,Didlaukio ,78,680,104.64,FALSE,4,3,5,1976,2016,TRUE,Blokinis,Centrinis,Įrengtas,,Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-isnuomojamas-4-k-butas-su-baldais-butas-4-829585/
Viršuliškėse,Viršuliškių ,35,305,104.52,FALSE,1,11,12,1980,0,FALSE,Blokinis,Centrinis,Įrengtas,"Nauja kanalizacija, internetas, kabelinė televizija",Drabužinė,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-virsuliskese-virsuliskiu-g-salia-pc-mada-virsuliskiu-g-isnuomojamas-4-841179/
